7325	1	0.8862923739	0.0000737666
4084	2	0.8862639496	0.0000416932
2650	3	0.8863414496	0.0001291425
2172	4	0.8862299409	0.0000033185
2636	5	0.8862510893	0.0000271819
1971	6	0.8861604053	0.0000751441
2259	7	0.8863293776	0.0001155208
2286	8	0.8861255067	0.0001145230
1730	9	0.8860378054	0.0002134832
2386	10	0.8863261588	0.0001118888
2433	11	0.8866023167	0.0004234996
2564	12	0.8861879477	0.0000440658
1781	13	0.8861984263	0.0000322419
2483	14	0.8861497864	0.0000871262
2223	15	0.8861341555	0.0001047638
2469	16	0.8864400284	0.0002403768
2219	17	0.8863412219	0.0001288856
2176	18	0.8861510307	0.0000857222
2189	19	0.8862829286	0.0000631086
2326	20	0.8860573611	0.0001914170
1832	21	0.8861092872	0.0001328246
2334	22	0.8861179304	0.0001230718
2327	23	0.8862409201	0.0000157072
2343	24	0.8863999045	0.0001951018
2455	25	0.8862779464	0.0000574868
2250	26	0.8863360950	0.0001231005
2335	27	0.8863626342	0.0001530468
2317	28	0.8859635960	0.0002972196
2456	29	0.8863168568	0.0001013926
1849	30	0.8863881038	0.0001817862
1810	31	0.8861017527	0.0001413265
2304	32	0.8864200784	0.0002178656
2192	33	0.8864190551	0.0002167110
2340	34	0.8861222742	0.0001181704
2466	35	0.8862123941	0.0000164810
2348	36	0.8860798122	0.0001660836
1695	37	0.8862411312	0.0000159453
2270	38	0.8861261270	0.0001138230
2224	39	0.8863048955	0.0000878956
2357	40	0.8862660418	0.0000440540
2216	41	0.8863287789	0.0001148452
2505	42	0.8863081120	0.0000915251
2306	43	0.8862084504	0.0000209310
2286	44	0.8862816215	0.0000616338
2617	45	0.8863572010	0.0001469160
2399	46	0.8860986836	0.0001447895
2232	47	0.8863819466	0.0001748385
1867	48	0.8860530037	0.0001963338
2204	49	0.8861156255	0.0001256726
2178	50	0.8862677935	0.0000460305
2380	51	0.8861705341	0.0000637149
2203	52	0.8863857785	0.0001791623
2177	53	0.8861299520	0.0001095069
2525	54	0.8862361378	0.0000103109
2323	55	0.8862910284	0.0000722483
2299	56	0.8863558906	0.0001454375
1823	57	0.8862332039	0.0000070004
1837	58	0.8860369665	0.0002144298
2371	59	0.8862751394	0.0000543195
2531	60	0.8861894253	0.0000423985
2169	61	0.8862443166	0.0000195397
1846	62	0.8860502916	0.0001993941
2446	63	0.8860418181	0.0002089554
2449	64	0.8863334793	0.0001201490
2220	65	0.8862109579	0.0000181015
2447	66	0.8863457824	0.0001340316
2547	67	0.8861423541	0.0000955127
2167	68	0.8860560564	0.0001928891
2275	69	0.8862305858	0.0000040462
2466	70	0.8863396422	0.0001271031
