0	0.0833333358	20.0503273010	14.3224840164	617.9315795898	0.0017683884	
1	0.1666666716	20.0979290009	12.8134565353	619.3986206055	0.0035367769	
2	0.2500000000	20.1428050995	11.3884105682	620.7816772461	0.0053051654	
3	0.3333333433	20.1849575043	10.0473461151	622.0807495117	0.0070735537	
4	0.4166666865	20.2243843079	8.7902641296	623.2958374023	0.0088419421	
5	0.5000000000	20.2610855103	7.6171641350	624.4269409180	0.0106103308	
6	0.5833333135	20.2950630188	6.5280461311	625.4741210938	0.0123787196	
7	0.6666666269	20.3263149261	5.5229096413	626.4372558594	0.0141471084	
8	0.7499999404	20.3548412323	4.6017551422	627.3164062500	0.0159154963	
9	0.8333332539	20.3806419373	3.7645826340	628.1115722656	0.0176838841	
10	0.9166665673	20.4037189484	3.0113921165	628.8227539062	0.0194522720	
11	0.9999998808	20.4240703583	2.3421833515	629.4499511719	0.0212206598	
12	1.0833332539	20.4416961670	1.7569565773	629.9931640625	0.0229890477	
13	1.1666666269	20.4565982819	1.2557119131	630.4524536133	0.0247574355	
14	1.2500000000	20.4687747955	0.8384490609	630.8276977539	0.0265258234	
15	1.3333333731	20.4782257080	0.5051680803	631.1190185547	0.0282942113	
16	1.4166667461	20.4849529266	0.2558689117	631.3262939453	0.0300625991	
17	1.5000001192	20.4889545441	0.0905516297	631.4496459961	0.0318309888	
18	1.5833334923	20.4902305603	0.0092162080	631.4889526367	0.0335993767	
19	1.6666668653	20.4887828827	0.0118626552	631.4443359375	0.0353677645	
20	1.7500002384	20.4846096039	0.0984909683	631.3157348633	0.0371361524	
21	1.8333336115	20.4777107239	0.2691011429	631.1030883789	0.0389045402	
22	1.9166669846	20.4680881500	0.5236931443	630.8065795898	0.0406729281	
23	2.0000002384	20.4557399750	0.8622670174	630.4260253906	0.0424413159	
24	2.0833334923	20.4406661987	1.2848227024	629.9614257812	0.0442097038	
25	2.1666667461	20.4228687286	1.7913603783	629.4129638672	0.0459780917	
26	2.2500000000	20.4023456573	2.3818800449	628.7804565430	0.0477464795	
27	2.3333332539	20.3790969849	3.0563817024	628.0639648438	0.0495148674	
28	2.4166665077	20.3531227112	3.8148651123	627.2634277344	0.0512832552	
29	2.4999997616	20.3244247437	4.6573305130	626.3789672852	0.0530516431	
30	2.5833330154	20.2930011749	5.5837779045	625.4105224609	0.0548200309	
31	2.6666662693	20.2588520050	6.5942072868	624.3580932617	0.0565884188	
32	2.7499995232	20.2219791412	7.6886181831	623.2217407227	0.0583568066	
33	2.8333327770	20.1823806763	8.8670110703	622.0013427734	0.0601251945	
34	2.9166660309	20.1400566101	10.1293859482	620.6969604492	0.0618935823	
35	2.9999992847	20.0950088501	11.4757432938	619.3085937500	0.0636619702	
36	3.0833325386	20.0472354889	12.9060821533	617.8363037109	0.0654303581	
37	3.1666657925	19.9967365265	14.4204025269	616.2799682617	0.0671987459	
38	3.2496094704	19.9983882904	0.0000000000	616.3308715820	0.0699612126	
39	3.3263690472	19.9997100830	0.0000000000	616.3715820312	0.0604274645	
40	3.3969445229	20.0007686615	0.0000000000	616.4042358398	0.0385893434	
41	3.4613361359	20.0016155243	0.0000000000	616.4302978516	0.0044402815	
42	3.5195436478	20.0022926331	0.0000000000	616.4511718750	-0.0420249477	
43	3.5737569332	20.0028343201	0.0000000000	616.4678955078	-0.0964479223	
44	3.6279752254	20.0032672882	0.0000000000	616.4812622070	-0.1508610547	
45	3.6821973324	20.0036144257	0.0000000000	616.4919433594	-0.2052663565	
46	3.7364225388	20.0038909912	0.0000000000	616.5004272461	-0.2596653700	
47	3.7906503677	20.0041122437	0.0000000000	616.5072631836	-0.3140594065	
48	3.8448801041	20.0042896271	0.0000000000	616.5127563477	-0.3684494197	
49	3.8991115093	20.0044307709	0.0000000000	616.5170898438	-0.4228361845	
50	3.9533443451	20.0045452118	0.0000000000	616.5206298828	-0.4772203863	
51	4.0075783730	20.0046367645	0.0000000000	616.5234375000	-0.5316025019	
52	4.0618128777	20.0047092438	0.0000000000	616.5256958008	-0.5859829783	
53	4.1160483360	20.0047664642	0.0000000000	616.5274658203	-0.6403621435	
54	4.1702842712	20.0048122406	0.0000000000	616.5288696289	-0.6947402358	
55	4.2245206833	20.0048503876	0.0000000000	616.5300292969	-0.7491174936	
56	4.2787570953	20.0048809052	0.0000000000	616.5309448242	-0.8034940958	
57	4.3329939842	20.0049037933	0.0000000000	616.5316772461	-0.8578701019	
58	4.3872308731	20.0049228668	0.0000000000	616.5322265625	-0.9122457504	
59	4.4414682388	20.0049381256	0.0000000000	616.5327148438	-0.9666210413	
60	4.4957056046	20.0049495697	0.0000000000	616.5330810547	-1.0209960938	
61	4.5499429703	20.0049591064	0.0000000000	616.5333862305	-1.0753709078	
62	4.6041803360	20.0049667358	0.0000000000	616.5336303711	-1.1297456026	
63	4.6584181786	20.0049724579	0.0000000000	616.5338134766	-1.1841201782	
64	4.7126560211	20.0049781799	0.0000000000	616.5339355469	-1.2384945154	
65	4.7668938637	20.0049819946	0.0000000000	616.5340576172	-1.2928687334	
66	4.8211317062	20.0049858093	0.0000000000	616.5341796875	-1.3472429514	
67	4.8753695488	20.0049877167	0.0000000000	616.5342407227	-1.4016170502	
68	4.9296073914	20.0049896240	0.0000000000	616.5343017578	-1.4559911489	
69	4.9838452339	20.0049915314	0.0000000000	616.5343627930	-1.5103652477	
70	5.0380830765	20.0049934387	0.0000000000	616.5344238281	-1.5647392273	
71	5.0923314095	20.0029373169	0.0238963235	616.4710693359	-1.6191430092	
72	5.1465797424	19.9981575012	0.1292411536	616.3237304688	-1.6735467911	
73	5.2008280754	19.9906520844	0.3185678422	616.0924682617	-1.7279505730	
74	5.2550764084	19.9804210663	0.5918763876	615.7771606445	-1.7823543549	
75	5.3093247414	19.9674644470	0.9491667747	615.3778076172	-1.8367581367	
76	5.3635730743	19.9517841339	1.3904390335	614.8945922852	-1.8911619186	
77	5.4178214073	19.9333782196	1.9156930447	614.3273315430	-1.9455657005	
78	5.4720697403	19.9122467041	2.5249292850	613.6760864258	-1.9999694824	
79	5.5263180733	19.8883914948	3.2181472778	612.9408569336	-2.0543732643	
80	5.5805664062	19.8618106842	3.9953472614	612.1217041016	-2.1087770462	
81	5.6348147392	19.8325042725	4.8565292358	611.2185058594	-2.1631808281	
82	5.6890630722	19.8004741669	5.8016929626	610.2313232422	-2.2175846100	
83	5.7433114052	19.7657184601	6.8308386803	609.1602172852	-2.2719883919	
84	5.7975597382	19.7282371521	7.9439663887	608.0050659180	-2.3263921738	
85	5.8518080711	19.6880321503	9.1410760880	606.7659912109	-2.3807959557	
86	5.9060564041	19.6451015472	10.4221677780	605.4429321289	-2.4351997375	
87	5.9603047371	19.5994453430	11.7872409821	604.0358276367	-2.4896035194	
88	6.0145530701	19.5510654449	13.2362966537	602.5447998047	-2.5440073013	
89	6.0688014030	19.4999599457	14.7693338394	600.9697875977	-2.5984110832	
90	6.1230497360	19.4461288452	16.3863525391	599.3107910156	-2.6528148651	
91	6.1772980690	19.3895740509	18.0873546600	597.5678100586	-2.7072186470	
92	6.2315464020	19.3302936554	19.8723373413	595.7408447266	-2.7616224289	
93	6.2857947350	19.2682876587	21.7413024902	593.8298950195	-2.8160262108	
94	6.3400430679	19.2035560608	23.6942481995	591.8348999023	-2.8704299927	
95	6.3942914009	19.1361007690	25.7311782837	589.7559814453	-2.9248337746	
96	6.4485397339	19.0659198761	27.8520851135	587.5930786133	-2.9792375565	
97	6.5027880669	18.9930133820	30.0569744110	585.3461914062	-3.0336413383	
98	6.5570363998	18.9173831940	32.3458442688	583.0153198242	-3.0880451202	
99	6.6112847328	18.8390274048	34.7186965942	580.6004638672	-3.1424489021	
100	6.6655330658	18.7579460144	37.1755332947	578.1016235352	-3.1968526840	
101	6.7197813988	18.6741409302	39.7163467407	575.5188598633	-3.2512564659	
102	6.7740297318	18.5876102448	42.3411445618	572.8520507812	-3.3056602478	
103	6.8282780647	18.4983539581	45.0499229431	570.1012573242	-3.3600640297	
104	6.8825263977	18.4063739777	47.8426856995	567.2665405273	-3.4144678116	
105	6.9367747307	18.3116683960	50.7194290161	564.3477783203	-3.4688715935	
106	6.9910230637	18.2142372131	53.6801528931	561.3450927734	-3.5232753754	
107	7.0452713966	18.1140823364	56.7248573303	558.2583618164	-3.5776791573	
108	7.0995197296	18.0112018585	59.8535461426	555.0877075195	-3.6320829391	
109	7.1537680626	17.9055957794	63.0662155151	551.8330688477	-3.6864867210	
110	7.2080163956	17.7972660065	66.3628616333	548.4944458008	-3.7408905029	
111	7.2622647285	17.6862106323	69.7434997559	545.0717773438	-3.7952942848	
112	7.3165130615	17.5724296570	73.2081146240	541.5651855469	-3.8496980667	
113	7.3707613945	17.4559230804	76.7567062378	537.9745483398	-3.9041018486	
114	7.4250097275	17.3366928101	80.3892822266	534.2999877930	-3.9585056305	
115	7.4792580605	17.2147369385	84.1058425903	530.5414428711	-4.0129094124	
116	7.5335063934	17.0900554657	87.9063873291	526.6988525391	-4.0673131943	
117	7.5877547264	16.9626502991	91.7909088135	522.7723999023	-4.1217169762	
118	7.6420030594	16.8325195312	95.7594146729	518.7619018555	-4.1761207581	
119	7.6962513924	16.6996631622	99.8118972778	514.6673583984	-4.2305245399	
120	7.7504997253	16.5640830994	103.9483795166	510.4889221191	-4.2849283218	
121	7.8047480583	16.4257774353	108.1688308716	506.2264709473	-4.3393321037	
122	7.8589963913	16.2847461700	112.4732589722	501.8800354004	-4.3937358856	
123	7.9132447243	16.1409912109	116.8616714478	497.4496459961	-4.4481396675	
124	7.9674930573	15.9945106506	121.3340682983	492.9352416992	-4.5025434494	
125	8.0217409134	15.8453054428	125.8904418945	488.3368835449	-4.5569472313	
126	8.0759887695	15.6933746338	130.5308074951	483.6545410156	-4.6113510132	
127	8.1302366257	15.5387191772	135.2551422119	478.8882141113	-4.6657547951	
128	8.1844844818	15.3813381195	140.0634613037	474.0378723145	-4.7201585770	
129	8.2387323380	15.2212324142	144.9557647705	469.1035766602	-4.7745623589	
130	8.2929801941	15.0584020615	149.9320526123	464.0852966309	-4.8289661407	
131	8.3472280502	14.8928461075	154.9923095703	458.9830322266	-4.8833699226	
132	8.4014759064	14.7245655060	160.1365661621	453.7967834473	-4.9377737045	
133	8.4557237625	14.5535602570	165.3647918701	448.5265808105	-4.9921774864	
134	8.5099716187	14.3798294067	170.6770019531	443.1723632812	-5.0465812683	
135	8.5642194748	14.2033739090	176.0731964111	437.7341613770	-5.1009850502	
136	8.6184673309	14.0241937637	181.5533752441	432.2120056152	-5.1553888321	
137	8.6727151871	13.8422880173	187.1175231934	426.6058349609	-5.2097926140	
138	8.7269630432	13.6576576233	192.7656707764	420.9157104492	-5.2641963959	
139	8.7812108994	13.4703016281	198.4977874756	415.1416015625	-5.3186001778	
140	8.8354587555	13.2802209854	204.3138885498	409.2834777832	-5.3730039597	
141	8.8897066116	13.0874156952	210.2139739990	403.3414306641	-5.4274077415	
142	8.9439544678	12.8918848038	216.1980285645	397.3153381348	-5.4818115234	
143	8.9982023239	12.6936292648	222.2660827637	391.2052917480	-5.5362153053	
144	9.0524501801	12.4926490784	228.4181060791	385.0112915039	-5.5906190872	
145	9.1066980362	12.2889432907	234.6541137695	378.7332763672	-5.6450228691	
146	9.1609458923	12.0825128555	240.9741058350	372.3712768555	-5.6994266510	
147	9.2151937485	11.8733568192	247.3780822754	365.9252929688	-5.7538304329	
148	9.2694416046	11.6614761353	253.8660278320	359.3953552246	-5.8082342148	
149	9.3236894608	11.4468708038	260.4379577637	352.7814331055	-5.8626379967	
150	9.3779373169	11.2295398712	267.0939025879	346.0834960938	-5.9170417786	
151	9.4321851730	11.0094842911	273.8338012695	339.3016052246	-5.9714455605	
152	9.4864330292	10.7867040634	280.6576843262	332.4357299805	-6.0258493423	
153	9.5406808853	10.5611982346	287.5655212402	325.4858398438	-6.0802531242	
154	9.5949287415	10.3329677582	294.5573730469	318.4520263672	-6.1346569061	
155	9.7754249573	10.4210557938	68.1410446167	321.1668090820	-6.2484145164	
156	9.9635429382	10.5281028748	64.7999649048	324.4658813477	-6.3679170609	
157	10.1516609192	10.6324253082	61.5428619385	327.6809997559	-6.4874196053	
158	10.3397789001	10.7340230942	58.3697395325	330.8121337891	-6.6069221497	
159	10.5278968811	10.8328952789	55.2806015015	333.8592834473	-6.7264246941	
160	10.7160148621	10.9290428162	52.2754402161	336.8224792480	-6.8459272385	
161	10.9041328430	11.0224657059	49.3542671204	339.7016601562	-6.9654297829	
162	11.0922508240	11.1131629944	46.5170707703	342.4968566895	-7.0849323273	
163	11.2803688049	11.2011356354	43.7638587952	345.2080993652	-7.2044348717	
164	11.4684867859	11.2863826752	41.0946273804	347.8353271484	-7.3239374161	
165	11.6566047668	11.3689050674	38.5093803406	350.3786010742	-7.4434399605	
166	11.8447227478	11.4487028122	36.0081100464	352.8378906250	-7.5629425049	
167	12.0328407288	11.5257749557	33.5908241272	355.2131652832	-7.6824450493	
168	12.2209587097	11.6001224518	31.2575206757	357.5044860840	-7.8019475937	
169	12.4090766907	11.6717453003	29.0081977844	359.7118225098	-7.9214501381	
170	12.5971946716	11.7406425476	26.8428573608	361.8351745605	-8.0409526825	
171	12.7853126526	11.8068151474	24.7614936829	363.8745422363	-8.1604547501	
172	12.9734306335	11.8702621460	22.7641143799	365.8299255371	-8.2799568176	
173	13.1615486145	11.9309844971	20.8507156372	367.7013244629	-8.3994588852	
174	13.3496665955	11.9889822006	19.0212993622	369.4887695312	-8.5189609528	
175	13.5377845764	12.0442543030	17.2758636475	371.1921997070	-8.6384630203	
176	13.7259025574	12.0968017578	15.6144113541	372.8116455078	-8.7579650879	
177	13.9140205383	12.1466245651	14.0369405746	374.3471374512	-8.8774671555	
178	14.1021385193	12.1937217712	12.5434522629	375.7986450195	-8.9969692230	
179	14.2902565002	12.2380943298	11.1339454651	377.1661682129	-9.1164712906	
180	14.4783744812	12.2797422409	9.8084201813	378.4497070312	-9.2359733582	
181	14.6664924622	12.3186645508	8.5668773651	379.6492614746	-9.3554754257	
182	14.8546104431	12.3548622131	7.4093155861	380.7648315430	-9.4749774933	
