0	1	1.27e-06	0	0
0.5	0.77334	-0.876911	0	0
1	0.194839	-1.36469	0	0
1.5	-0.481718	-1.25821	0	0
2	-0.991818	-0.720271	0	0
2.5	-1.18767	-0.0402887	0	0
3	-1.047	0.584323	0	0
3.5	-0.626546	1.04468	0	0
4	-0.0383779	1.23499	0	0
4.5	0.546923	1.03434	0	0
5	0.917748	0.40442	0	0
5.5	0.902287	-0.462633	0	0
6	0.484867	-1.15413	0	0
6.5	-0.154911	-1.32565	0	0
7	-0.748085	-0.974504	0	0
7.5	-1.09003	-0.352306	0	0
8	-1.1041	0.296502	0	0
8.5	-0.813064	0.830633	0	0
9	-0.302054	1.14968	0	0
9.5	0.288145	1.13827	0	0
10	0.764486	0.709131	0	0
10.5	0.930858	-0.0626531	0	0
11	0.693248	-0.856867	0	0
11.5	0.143864	-1.27201	0	0
12	-0.479163	-1.14343	0	0
12.5	-0.935883	-0.628081	0	0
13	-1.09433	0.0125888	0	0
13.5	-0.937134	0.595624	0	0
14	-0.522447	1.01109	0	0
14.5	0.0358408	1.15284	0	0
15	0.568995	0.914415	0	0
15.5	0.878553	0.286841	0	0
16	0.818237	-0.519057	0	0
16.5	0.396004	-1.11655	0	0
17	-0.206484	-1.2188	0	0
17.5	-0.740903	-0.853609	0	0
18	-1.02712	-0.257089	0	0
18.5	-1.00258	0.35101	0	0
19	-0.695718	0.837567	0	0
19.5	-0.195632	1.10051	0	0
20	0.354149	1.03087	0	0
20.5	0.766237	0.567521	0	0
21	0.865864	-0.179831	0	0
21.5	0.590303	-0.886981	0	0
22	0.0513838	-1.20153	0	0
22.5	-0.520821	-1.017	0	0
23	-0.912417	-0.502052	0	0
23.5	-1.01435	0.10571	0	0
24	-0.821182	0.642035	0	0
24.5	-0.397545	0.999492	0	0
25	0.137124	1.07302	0	0
25.5	0.613478	0.774176	0	0
26	0.846944	0.132135	0	0
26.5	0.722319	-0.613764	0	0
27	0.279669	-1.10121	0	0
27.5	-0.29086	-1.11044	0	0
28	-0.760745	-0.711874	0	0
28.5	-0.978189	-0.132203	0	0
29	-0.900054	0.433968	0	0
29.5	-0.565027	0.863917	0	0
30	-0.0697541	1.05564	0	0
30.5	0.43721	0.909909	0	0
31	0.774563	0.398863	0	0
31.5	0.793138	-0.325416	0	0
32	0.467914	-0.934113	0	0
32.5	-0.0650328	-1.13148	0	0
33	-0.583031	-0.877059	0	0
33.5	-0.900521	-0.35474	0	0
34	-0.934757	0.220883	0	0
34.5	-0.695794	0.704501	0	0
35	-0.258006	0.99202	0	0
35.5	0.251287	0.982287	0	0
36	0.662227	0.611471	0	0
36.5	0.80789	-0.0455024	0	0
37	0.610018	-0.720213	0	0
37.5	0.144553	-1.08345	0	0
38	-0.390319	-0.990175	0	0
38.5	-0.788404	-0.553881	0	0
39	-0.928575	0.00938839	0	0
39.5	-0.789298	0.529487	0	0
40	-0.422076	0.893336	0	0
40.5	0.0665614	1.00066	0	0
41	0.522659	0.767869	0	0
41.5	0.774278	0.208652	0	0
42	0.703858	-0.480268	0	0
42.5	0.328234	-0.974865	0	0
43	-0.193337	-1.04688	0	0
43.5	-0.649453	-0.721916	0	0
44	-0.885502	-0.194182	0	0
44.5	-0.846194	0.345488	0	0
45	-0.558563	0.768682	0	0
45.5	-0.10877	0.974544	0	0
46	0.367124	0.870476	0	0
46.5	0.701319	0.425923	0	0
47	0.750638	-0.233427	0	0
47.5	0.479097	-0.818048	0	0
48	-0.00201236	-1.04653	0	0
48.5	-0.491679	-0.852061	0	0
49	-0.810171	-0.38351	0	0
49.5	-0.868019	0.158185	0	0
50	-0.665646	0.625391	0	0
50.5	-0.26873	0.912691	0	0
51	0.205157	0.924319	0	0
51.5	0.598352	0.600553	0	0
52	0.754082	0.00432537	0	0
52.5	0.593015	-0.627453	0	0
53	0.174984	-0.992328	0	0
53.5	-0.323242	-0.939163	0	0
54	-0.707794	-0.552328	0	0
54.5	-0.857014	-0.0271738	0	0
55	-0.742664	0.469469	0	0
55.5	-0.409131	0.822777	0	0
56	0.0445332	0.93564	0	0
56.5	0.474349	0.730957	0	0
57	0.719628	0.220888	0	0
57.5	0.668464	-0.417957	0	0
58	0.330596	-0.890858	0	0
58.5	-0.15214	-0.980303	0	0
59	-0.584082	-0.694697	0	0
59.5	-0.81604	-0.205465	0	0
60	-0.789838	0.306019	0	0
60.5	-0.527191	0.711333	0	0
61	-0.1086	0.910949	0	0
61.5	0.337485	0.818496	0	0
62	0.653689	0.408092	0	0
62.5	0.706168	-0.20344	0	0
63	0.459605	-0.751279	0	0
63.5	0.0141279	-0.975179	0	0
64	-0.445114	-0.805421	0	0
64.5	-0.748514	-0.371578	0	0
65	-0.808091	0.139611	0	0
65.5	-0.621229	0.583882	0	0
66	-0.24953	0.856476	0	0
66.5	0.194912	0.866397	0	0
67	0.563048	0.561295	0	0
67.5	0.708638	0.00419682	0	0
68	0.558698	-0.584274	0	0
68.5	0.168884	-0.92617	0	0
69	-0.29715	-0.880513	0	0
69.5	-0.658368	-0.520472	0	0
70	-0.798938	-0.0254376	0	0
70.5	-0.690428	0.445147	0	0
71	-0.374759	0.777889	0	0
71.5	0.0526839	0.878903	0	0
72	0.454396	0.67874	0	0
72.5	0.679687	0.195567	0	0
73	0.626393	-0.400978	0	0
73.5	0.306535	-0.838092	0	0
74	-0.146409	-0.917596	0	0
74.5	-0.549973	-0.647367	0	0
75	-0.764427	-0.184889	0	0
75.5	-0.734668	0.29929	0	0
76	-0.481798	0.68021	0	0
76.5	-0.0842196	0.860653	0	0
77	0.334016	0.760846	0	0
77.5	0.623964	0.363932	0	0
78	0.662851	-0.212041	0	0
78.5	0.422754	-0.717697	0	0
79	0.00117102	-0.916184	0	0
79.5	-0.428048	-0.748029	0	0
80	-0.707093	-0.334517	0	0
80.5	-0.754412	0.150124	0	0
81	-0.568988	0.567846	0	0
81.5	-0.211809	0.816272	0	0
82	0.207585	0.809533	0	0
82.5	0.546541	0.505042	0	0
83	0.669609	-0.0269093	0	0
83.5	0.514573	-0.573006	0	0
84	0.140173	-0.877759	0	0
84.5	-0.297522	-0.819093	0	0
85	-0.629921	-0.470152	0	0
85.5	-0.75063	0.00128581	0	0
86	-0.635357	0.444692	0	0
86.5	-0.326977	0.750142	0	0
87	0.0800755	0.827653	0	0
87.5	0.452583	0.616802	0	0
88	0.649276	0.146615	0	0
88.5	0.580375	-0.412599	0	0
89	0.265907	-0.805662	0	0
89.5	-0.163375	-0.858358	0	0
90	-0.536294	-0.587806	0	0
90.5	-0.724754	-0.143649	0	0
91	-0.680508	0.31426	0	0
91.5	-0.427383	0.666287	0	0
92	-0.0442732	0.818546	0	0
92.5	0.347094	0.698838	0	0
93	0.605219	0.302574	0	0
93.5	0.619805	-0.244942	0	0
94	0.374572	-0.704795	0	0
94.5	-0.0304605	-0.865005	0	0
95	-0.42992	-0.683869	0	0
95.5	-0.678645	-0.281118	0	0
96	-0.704542	0.17981	0	0
96.5	-0.511345	0.568351	0	0
97	-0.161934	0.785719	0	0
97.5	0.234741	0.752068	0	0
98	0.541273	0.436836	0	0
98.5	0.633617	-0.0778397	0	0
99	0.463352	-0.581199	0	0
99.5	0.0966776	-0.839708	0	0
100	-0.314743	-0.75534	0	0
100.5	-0.614558	-0.407591	0	0
101	-0.707999	0.0444662	0	0
101.5	-0.577745	0.459641	0	0
102	-0.270042	0.732635	0	0
102.5	0.119745	0.778296	0	0
103	0.46149	0.546946	0	0
103.5	0.623486	0.0819587	0	0
104	0.530452	-0.441566	0	0
104.5	0.21397	-0.784605	0	0
105	-0.194821	-0.800051	0	0
105.5	-0.535112	-0.519654	0	0
106	-0.691825	-0.088704	0	0
106.5	-0.625956	0.343189	0	0
107	-0.366338	0.66259	0	0
107.5	0.00582587	0.779881	0	0
108	0.369929	0.631869	0	0
108.5	0.591792	0.228988	0	0
109	0.575076	-0.292749	0	0
109.5	0.317964	-0.703137	0	0
110	-0.0741962	-0.816856	0	0
110.5	-0.443236	-0.614138	0	0
111	-0.657344	-0.216645	0	0
111.5	-0.655779	0.221838	0	0
112	-0.449097	0.578661	0	0
112.5	-0.103816	0.75947	0	0
113	0.2705	0.69171	0	0
113.5	0.541411	0.359144	0	0
114	0.597343	-0.141325	0	0
114.5	0.405927	-0.599797	0	0
115	0.0432431	-0.805745	0	0
115.5	-0.342102	-0.688289	0	0
116	-0.606233	-0.336319	0	0
116.5	-0.667407	0.0983115	0	0
117	-0.517071	0.483705	0	0
117.5	-0.206487	0.71981	0	0
118	0.166851	0.727429	0	0
118.5	0.475519	0.469642	0	0
119	0.598175	0.00675604	0	0
119.5	0.475902	-0.479785	0	0
120	0.153902	-0.767881	0	0
120.5	-0.235046	-0.739939	0	0
121	-0.5405	-0.444748	0	0
121.5	-0.661389	-0.0247162	0	0
122	-0.569433	0.380381	0	0
122.5	-0.299974	0.66362	0	0
123	0.0622982	0.740585	0	0
123.5	0.397422	0.558893	0	0
124	0.579153	0.146408	0	0
124.5	0.526725	-0.34866	0	0
125	0.254599	-0.705532	0	0
125.5	-0.125463	-0.767666	0	0
126	-0.462446	-0.539109	0	0
126.5	-0.638612	-0.144588	0	0
127	-0.605738	0.271201	0	0
127.5	-0.382507	0.593519	0	0
128	-0.0402138	0.733111	0	0
128.5	0.310415	0.626321	0	0
129	0.542366	0.273546	0	0
129.5	0.557998	-0.211985	0	0
130	0.34267	-0.621923	0	0
130.5	-0.0167073	-0.770917	0	0
131	-0.374619	-0.616844	0	0
131.5	-0.600282	-0.258653	0	0
132	-0.625884	0.158577	0	0
132.5	-0.45272	0.511993	0	0
133	-0.138126	0.70715	0	0
133.5	0.217669	0.672169	0	0
134	0.490263	0.385119	0	0
134.5	0.57002	-0.075024	0	0
135	0.416035	-0.521018	0	0
135.5	0.0880241	-0.750068	0	0
136	-0.279758	-0.675798	0	0
136.5	-0.547903	-0.364289	0	0
137	-0.630092	0.044869	0	0
137.5	-0.509619	0.421398	0	0
138	-0.229262	0.664928	0	0
138.5	0.122159	0.697302	0	0
139	0.425508	0.479073	0	0
139.5	0.563707	0.0574942	0	0
140	0.47324	-0.407269	0	0
140.5	0.185793	-0.706429	0	0
141	-0.180719	-0.714349	0	0
141.5	-0.483258	-0.458957	0	0
142	-0.618885	-0.0675833	0	0
142.5	-0.552545	0.323976	0	0
143	-0.311813	0.608661	0	0
143.5	0.0266033	0.703028	0	0
144	0.35086	0.554254	0	0
144.5	0.540477	0.181542	0	0
145	0.513463	-0.285336	0	0
145.5	0.274017	-0.642171	0	0
146	-0.0803913	-0.731525	0	0
146.5	-0.408373	-0.540282	0	0
147	-0.593075	-0.176443	0	0
147.5	-0.581148	0.221886	0	0
148	-0.384313	0.540518	0	0
148.5	-0.0665627	0.690949	0	0
149	0.269065	0.610279	0	0
149.5	0.502143	0.293883	0	0
150	0.53649	-0.159834	0	0
150.5	0.350543	-0.560199	0	0
151	0.0183853	-0.727088	0	0
151.5	-0.325479	-0.606151	0	0
152	-0.553746	-0.279381	0	0
