N;S1;S2;Delta
16590;10.29381;10.29381;1.192093e-07
16591;10.29387;10.29387;1.192093e-07
16592;10.29393;10.29393;1.192093e-07
16593;10.29399;10.29399;1.192093e-07
16594;10.29405;10.29405;1.192093e-07
16595;10.29411;10.29411;1.788139e-07
16596;10.29417;10.29417;1.788139e-07
16597;10.29423;10.29423;1.788139e-07
16598;10.29429;10.29429;1.788139e-07
16599;10.29435;10.29435;1.788139e-07
16600;10.29441;10.29441;1.788139e-07
16601;10.29447;10.29447;2.980232e-07
16602;10.29453;10.29453;2.980232e-07
16603;10.29459;10.29459;2.980232e-07
16604;10.29465;10.29465;2.980232e-07
16605;10.29471;10.29471;2.980232e-07
16606;10.29477;10.29477;2.980232e-07
16607;10.29483;10.29483;2.980232e-07
16608;10.29489;10.29489;3.576279e-07
16609;10.29495;10.29495;3.576279e-07
16610;10.29501;10.29501;3.576279e-07
16611;10.29507;10.29507;3.576279e-07
16612;10.29513;10.29513;3.576279e-07
16613;10.29519;10.29519;3.576279e-07
16614;10.29525;10.29525;3.576279e-07
16615;10.29531;10.29531;3.576279e-07
16616;10.29537;10.29537;3.576279e-07
16617;10.29543;10.29543;4.768372e-07
16618;10.29549;10.29549;4.768372e-07
16619;10.29555;10.29555;4.768372e-07
16620;10.29561;10.29561;4.768372e-07
16621;10.29567;10.29567;4.768372e-07
16622;10.29573;10.29573;4.768372e-07
16623;10.29579;10.29579;4.768372e-07
16624;10.29585;10.29585;4.768372e-07
16625;10.29591;10.29591;4.768372e-07
16626;10.29597;10.29597;4.768372e-07
16627;10.29603;10.29603;5.364418e-07
16628;10.29609;10.29609;5.364418e-07
16629;10.29615;10.29615;5.364418e-07
16630;10.29621;10.29622;5.364418e-07
16631;10.29627;10.29628;5.364418e-07
16632;10.29633;10.29634;5.364418e-07
16633;10.29639;10.2964;5.364418e-07
16634;10.29645;10.29646;5.364418e-07
16635;10.29651;10.29652;5.364418e-07
16636;10.29657;10.29658;5.364418e-07
16637;10.29663;10.29664;5.364418e-07
16638;10.29669;10.2967;5.364418e-07
16639;10.29675;10.29676;5.364418e-07
16640;10.29681;10.29682;5.364418e-07
16641;10.29687;10.29688;5.364418e-07
16642;10.29693;10.29694;5.364418e-07
16643;10.29699;10.297;5.364418e-07
16644;10.29705;10.29706;5.364418e-07
16645;10.29711;10.29712;5.364418e-07
16646;10.29717;10.29718;5.364418e-07
16647;10.29723;10.29724;5.364418e-07
16648;10.29729;10.2973;5.364418e-07
16649;10.29735;10.29736;5.364418e-07
16650;10.29741;10.29742;5.364418e-07
16651;10.29747;10.29748;5.364418e-07
16652;10.29753;10.29754;5.364418e-07
16653;10.29759;10.2976;4.768372e-07
16654;10.29765;10.29766;4.768372e-07
16655;10.29771;10.29772;4.768372e-07
16656;10.29777;10.29778;4.768372e-07
16657;10.29783;10.29784;4.768372e-07
16658;10.29789;10.2979;4.768372e-07
16659;10.29795;10.29796;4.768372e-07
16660;10.29801;10.29802;4.768372e-07
16661;10.29807;10.29808;4.768372e-07
16662;10.29813;10.29814;4.768372e-07
16663;10.29819;10.2982;4.768372e-07
16664;10.29825;10.29826;4.768372e-07
16665;10.29831;10.29832;4.768372e-07
16666;10.29837;10.29838;4.768372e-07
16667;10.29843;10.29844;4.768372e-07
16668;10.29849;10.2985;4.768372e-07
16669;10.29855;10.29856;3.576279e-07
16670;10.29861;10.29862;3.576279e-07
16671;10.29867;10.29868;3.576279e-07
16672;10.29873;10.29874;3.576279e-07
16673;10.29879;10.2988;3.576279e-07
16674;10.29885;10.29886;3.576279e-07
16675;10.29891;10.29892;3.576279e-07
16676;10.29897;10.29898;3.576279e-07
16677;10.29903;10.29904;2.980232e-07
16678;10.29909;10.2991;2.980232e-07
16679;10.29915;10.29916;2.980232e-07
16680;10.29921;10.29922;2.980232e-07
16681;10.29927;10.29928;2.980232e-07
16682;10.29933;10.29934;2.980232e-07
16683;10.29939;10.2994;2.980232e-07
16684;10.29945;10.29946;1.788139e-07
16685;10.29951;10.29952;1.788139e-07
16686;10.29957;10.29958;1.788139e-07
16687;10.29963;10.29964;1.788139e-07
16688;10.29969;10.2997;1.788139e-07
16689;10.29975;10.29976;1.788139e-07
16690;10.29981;10.29982;1.788139e-07
16691;10.29987;10.29988;1.192093e-07
16692;10.29993;10.29994;1.192093e-07
16693;10.29999;10.3;1.192093e-07
16694;10.30005;10.30006;1.192093e-07
16695;10.30011;10.30012;1.192093e-07
16696;10.30017;10.30018;1.192093e-07
16697;10.30023;10.30023;0
16698;10.30029;10.30029;0
16699;10.30035;10.30035;0
16700;10.30042;10.30042;0
16701;10.30048;10.30047;1.192093e-07
16702;10.30054;10.30053;1.192093e-07
16703;10.3006;10.30059;1.192093e-07
16704;10.30066;10.30065;1.192093e-07
16705;10.30072;10.30071;1.192093e-07
16706;10.30078;10.30077;2.384186e-07
16707;10.30084;10.30083;2.384186e-07
16708;10.3009;10.30089;2.384186e-07
16709;10.30096;10.30095;2.384186e-07
16710;10.30102;10.30101;2.384186e-07
16711;10.30108;10.30107;2.384186e-07
16712;10.30114;10.30113;2.384186e-07
16713;10.3012;10.30119;2.384186e-07
16714;10.30126;10.30125;2.384186e-07
16715;10.30132;10.30131;3.576279e-07
16716;10.30138;10.30137;3.576279e-07
16717;10.30144;10.30143;3.576279e-07
16718;10.3015;10.30149;4.768372e-07
16719;10.30156;10.30155;4.768372e-07
16720;10.30162;10.30161;4.768372e-07
16721;10.30168;10.30167;4.768372e-07
16722;10.30174;10.30173;5.960464e-07
16723;10.3018;10.30179;5.960464e-07
16724;10.30186;10.30185;5.960464e-07
16725;10.30192;10.30191;5.960464e-07
16726;10.30198;10.30197;5.960464e-07
16727;10.30204;10.30203;5.960464e-07
16728;10.3021;10.30209;7.152557e-07
16729;10.30216;10.30215;7.152557e-07
16730;10.30222;10.30221;7.152557e-07
16731;10.30228;10.30227;8.34465e-07
16732;10.30234;10.30233;8.34465e-07
16733;10.3024;10.30239;8.34465e-07
16734;10.30246;10.30245;9.536743e-07
16735;10.30252;10.30251;9.536743e-07
16736;10.30258;10.30257;9.536743e-07
16737;10.30264;10.30263;1.072884e-06
16738;10.3027;10.30269;1.072884e-06
16739;10.30276;10.30275;1.072884e-06
16740;10.30282;10.30281;1.072884e-06
16741;10.30288;10.30287;1.072884e-06
16742;10.30294;10.30293;1.072884e-06
16743;10.303;10.30299;1.192093e-06
16744;10.30306;10.30305;1.192093e-06
16745;10.30312;10.30311;1.311302e-06
16746;10.30318;10.30317;1.311302e-06
16747;10.30324;10.30323;1.311302e-06
16748;10.3033;10.30328;1.430511e-06
16749;10.30336;10.30334;1.430511e-06
16750;10.30342;10.3034;1.430511e-06
16751;10.30348;10.30346;1.430511e-06
16752;10.30354;10.30352;1.430511e-06
16753;10.3036;10.30358;1.549721e-06
16754;10.30366;10.30364;1.549721e-06
16755;10.30372;10.3037;1.66893e-06
16756;10.30378;10.30376;1.66893e-06
16757;10.30384;10.30382;1.66893e-06
16758;10.3039;10.30388;1.788139e-06
16759;10.30396;10.30394;1.788139e-06
16760;10.30402;10.304;1.907349e-06
16761;10.30408;10.30406;1.907349e-06
16762;10.30414;10.30412;1.907349e-06
16763;10.3042;10.30418;1.907349e-06
16764;10.30426;10.30424;2.026558e-06
16765;10.30432;10.3043;2.026558e-06
16766;10.30438;10.30436;2.026558e-06
16767;10.30444;10.30442;2.145767e-06
16768;10.3045;10.30448;2.145767e-06
16769;10.30456;10.30454;2.264977e-06
16770;10.30462;10.3046;2.264977e-06
16771;10.30468;10.30466;2.264977e-06
16772;10.30474;10.30472;2.264977e-06
16773;10.3048;10.30478;2.384186e-06
16774;10.30486;10.30484;2.384186e-06
16775;10.30492;10.3049;2.503395e-06
16776;10.30498;10.30496;2.503395e-06
16777;10.30504;10.30501;2.622604e-06
16778;10.3051;10.30507;2.503395e-06
16779;10.30516;10.30513;2.503395e-06
16780;10.30522;10.30519;2.384186e-06
16781;10.30528;10.30525;2.384186e-06
16782;10.30534;10.30531;2.264977e-06
16783;10.3054;10.30537;2.264977e-06
16784;10.30546;10.30543;2.264977e-06
16785;10.30551;10.30549;2.264977e-06
16786;10.30557;10.30555;2.145767e-06
16787;10.30563;10.30561;2.145767e-06
16788;10.30569;10.30567;2.026558e-06
16789;10.30575;10.30573;2.026558e-06
16790;10.30581;10.30579;2.026558e-06
16791;10.30587;10.30585;1.907349e-06
16792;10.30593;10.30591;1.907349e-06
16793;10.30599;10.30597;1.907349e-06
16794;10.30605;10.30603;1.907349e-06
16795;10.30611;10.30609;1.788139e-06
16796;10.30616;10.30615;1.788139e-06
16797;10.30622;10.30621;1.788139e-06
16798;10.30628;10.30627;1.66893e-06
16799;10.30634;10.30632;1.66893e-06
16800;10.3064;10.30639;1.549721e-06
16801;10.30646;10.30644;1.549721e-06
16802;10.30652;10.3065;1.549721e-06
16803;10.30658;10.30656;1.430511e-06
16804;10.30664;10.30662;1.430511e-06
16805;10.3067;10.30668;1.430511e-06
16806;10.30676;10.30674;1.430511e-06
16807;10.30682;10.3068;1.430511e-06
16808;10.30687;10.30686;1.311302e-06
16809;10.30693;10.30692;1.311302e-06
16810;10.30699;10.30698;1.192093e-06
16811;10.30705;10.30704;1.192093e-06
16812;10.30711;10.3071;1.192093e-06
16813;10.30717;10.30716;1.072884e-06
16814;10.30723;10.30722;1.072884e-06
16815;10.30729;10.30728;1.072884e-06
16816;10.30735;10.30734;1.072884e-06
16817;10.30741;10.3074;1.072884e-06
16818;10.30747;10.30746;1.072884e-06
16819;10.30752;10.30752;9.536743e-07
16820;10.30758;10.30757;9.536743e-07
16821;10.30764;10.30763;8.34465e-07
16822;10.3077;10.30769;8.34465e-07
16823;10.30776;10.30775;8.34465e-07
16824;10.30782;10.30781;7.152557e-07
16825;10.30788;10.30787;7.152557e-07
16826;10.30794;10.30793;7.152557e-07
16827;10.308;10.30799;7.152557e-07
16828;10.30806;10.30805;5.960464e-07
16829;10.30812;10.30811;5.960464e-07
16830;10.30818;10.30817;5.960464e-07
16831;10.30823;10.30823;5.960464e-07
16832;10.30829;10.30829;5.960464e-07
16833;10.30835;10.30835;5.960464e-07
16834;10.30841;10.30841;4.768372e-07
16835;10.30847;10.30847;4.768372e-07
16836;10.30853;10.30853;4.768372e-07
16837;10.30859;10.30858;4.768372e-07
16838;10.30865;10.30864;3.576279e-07
16839;10.30871;10.3087;3.576279e-07
16840;10.30877;10.30876;3.576279e-07
16841;10.30883;10.30882;3.576279e-07
16842;10.30888;10.30888;2.384186e-07
16843;10.30894;10.30894;2.384186e-07
16844;10.309;10.309;2.384186e-07
16845;10.30906;10.30906;2.384186e-07
16846;10.30912;10.30912;2.384186e-07
16847;10.30918;10.30918;2.384186e-07
16848;10.30924;10.30924;2.384186e-07
16849;10.3093;10.3093;1.192093e-07
16850;10.30936;10.30936;1.192093e-07
16851;10.30942;10.30942;1.192093e-07
16852;10.30948;10.30947;1.192093e-07
16853;10.30954;10.30953;1.192093e-07
16854;10.30959;10.30959;0
16855;10.30965;10.30965;0
16856;10.30971;10.30971;0
16857;10.30977;10.30977;0
16858;10.30983;10.30983;0
16859;10.30989;10.30989;1.192093e-07
16860;10.30995;10.30995;1.192093e-07
16861;10.31001;10.31001;1.192093e-07
16862;10.31007;10.31007;1.192093e-07
16863;10.31013;10.31013;1.192093e-07
16864;10.31019;10.31019;1.788139e-07
16865;10.31024;10.31025;1.788139e-07
16866;10.3103;10.31031;1.788139e-07
16867;10.31036;10.31036;1.788139e-07
16868;10.31042;10.31042;1.788139e-07
16869;10.31048;10.31048;2.980232e-07
16870;10.31054;10.31054;2.980232e-07
16871;10.3106;10.3106;2.980232e-07
16872;10.31066;10.31066;2.980232e-07
16873;10.31072;10.31072;2.980232e-07
16874;10.31078;10.31078;2.980232e-07
16875;10.31084;10.31084;2.980232e-07
16876;10.31089;10.3109;2.980232e-07
16877;10.31095;10.31096;2.980232e-07
16878;10.31101;10.31102;3.576279e-07
16879;10.31107;10.31108;3.576279e-07
16880;10.31113;10.31114;3.576279e-07
16881;10.31119;10.31119;3.576279e-07
16882;10.31125;10.31125;3.576279e-07
16883;10.31131;10.31131;3.576279e-07
16884;10.31137;10.31137;3.576279e-07
16885;10.31143;10.31143;3.576279e-07
16886;10.31149;10.31149;3.576279e-07
16887;10.31155;10.31155;4.768372e-07
16888;10.3116;10.31161;4.768372e-07
16889;10.31166;10.31167;4.768372e-07
16890;10.31172;10.31173;4.768372e-07
16891;10.31178;10.31179;4.768372e-07
16892;10.31184;10.31185;4.768372e-07
16893;10.3119;10.3119;4.768372e-07
16894;10.31196;10.31196;4.768372e-07
16895;10.31202;10.31202;4.768372e-07
16896;10.31208;10.31208;4.768372e-07
16897;10.31214;10.31214;4.768372e-07
16898;10.3122;10.3122;5.364418e-07
16899;10.31225;10.31226;5.364418e-07
16900;10.31231;10.31232;5.364418e-07
16901;10.31237;10.31238;5.364418e-07
16902;10.31243;10.31244;5.364418e-07
16903;10.31249;10.3125;5.364418e-07
16904;10.31255;10.31256;5.364418e-07
16905;10.31261;10.31262;5.364418e-07
16906;10.31267;10.31267;5.364418e-07
16907;10.31273;10.31273;5.364418e-07
16908;10.31279;10.31279;5.364418e-07
16909;10.31285;10.31285;5.364418e-07
16910;10.31291;10.31291;5.364418e-07
16911;10.31296;10.31297;5.364418e-07
16912;10.31302;10.31303;5.364418e-07
16913;10.31308;10.31309;5.364418e-07
16914;10.31314;10.31315;5.364418e-07
16915;10.3132;10.31321;5.364418e-07
16916;10.31326;10.31327;5.364418e-07
16917;10.31332;10.31332;5.364418e-07
16918;10.31338;10.31338;5.364418e-07
16919;10.31344;10.31344;5.364418e-07
16920;10.3135;10.3135;5.364418e-07
16921;10.31356;10.31356;5.364418e-07
16922;10.31361;10.31362;5.364418e-07
16923;10.31367;10.31368;5.364418e-07
16924;10.31373;10.31374;5.364418e-07
16925;10.31379;10.3138;5.364418e-07
16926;10.31385;10.31386;5.364418e-07
16927;10.31391;10.31392;5.364418e-07
16928;10.31397;10.31397;4.768372e-07
16929;10.31403;10.31403;4.768372e-07
16930;10.31409;10.31409;4.768372e-07
16931;10.31415;10.31415;4.768372e-07
16932;10.31421;10.31421;4.768372e-07
16933;10.31427;10.31427;4.768372e-07
16934;10.31432;10.31433;4.768372e-07
16935;10.31438;10.31439;4.768372e-07
16936;10.31444;10.31445;4.768372e-07
16937;10.3145;10.31451;4.768372e-07
16938;10.31456;10.31457;4.768372e-07
16939;10.31462;10.31462;4.768372e-07
16940;10.31468;10.31468;4.768372e-07
16941;10.31474;10.31474;4.768372e-07
16942;10.3148;10.3148;3.576279e-07
16943;10.31486;10.31486;3.576279e-07
16944;10.31492;10.31492;3.576279e-07
16945;10.31497;10.31498;3.576279e-07
16946;10.31503;10.31504;3.576279e-07
16947;10.31509;10.3151;3.576279e-07
16948;10.31515;10.31516;3.576279e-07
16949;10.31521;10.31521;2.980232e-07
16950;10.31527;10.31527;2.980232e-07
16951;10.31533;10.31533;2.980232e-07
16952;10.31539;10.31539;2.980232e-07
16953;10.31545;10.31545;2.980232e-07
16954;10.31551;10.31551;2.980232e-07
16955;10.31557;10.31557;1.788139e-07
16956;10.31563;10.31563;1.788139e-07
16957;10.31568;10.31569;1.788139e-07
16958;10.31574;10.31575;1.788139e-07
16959;10.3158;10.3158;1.788139e-07
16960;10.31586;10.31586;1.192093e-07
16961;10.31592;10.31592;1.192093e-07
16962;10.31598;10.31598;1.192093e-07
16963;10.31604;10.31604;1.192093e-07
16964;10.3161;10.3161;1.192093e-07
16965;10.31616;10.31616;1.192093e-07
16966;10.31622;10.31622;0
16967;10.31628;10.31628;0
16968;10.31633;10.31633;0
16969;10.31639;10.31639;0
16970;10.31645;10.31645;0
16971;10.31651;10.31651;1.192093e-07
16972;10.31657;10.31657;1.192093e-07
16973;10.31663;10.31663;1.192093e-07
16974;10.31669;10.31669;1.192093e-07
16975;10.31675;10.31675;2.384186e-07
16976;10.31681;10.31681;2.384186e-07
16977;10.31687;10.31686;2.384186e-07
16978;10.31693;10.31692;2.384186e-07
16979;10.31699;10.31698;2.384186e-07
16980;10.31704;10.31704;2.384186e-07
16981;10.3171;10.3171;2.384186e-07
16982;10.31716;10.31716;2.384186e-07
16983;10.31722;10.31722;2.384186e-07
16984;10.31728;10.31728;3.576279e-07
16985;10.31734;10.31734;3.576279e-07
16986;10.3174;10.3174;3.576279e-07
16987;10.31746;10.31745;4.768372e-07
16988;10.31752;10.31751;4.768372e-07
16989;10.31758;10.31757;4.768372e-07
16990;10.31764;10.31763;4.768372e-07
16991;10.31769;10.31769;5.960464e-07
16992;10.31775;10.31775;5.960464e-07
16993;10.31781;10.31781;5.960464e-07
16994;10.31787;10.31787;5.960464e-07
16995;10.31793;10.31792;5.960464e-07
16996;10.31799;10.31798;5.960464e-07
16997;10.31805;10.31804;7.152557e-07
16998;10.31811;10.3181;7.152557e-07
16999;10.31817;10.31816;7.152557e-07
17000;10.31823;10.31822;7.152557e-07
17001;10.31829;10.31828;8.34465e-07
17002;10.31835;10.31834;8.34465e-07
17003;10.3184;10.3184;8.34465e-07
17004;10.31846;10.31845;9.536743e-07
17005;10.31852;10.31851;9.536743e-07
17006;10.31858;10.31857;9.536743e-07
17007;10.31864;10.31863;1.072884e-06
17008;10.3187;10.31869;1.072884e-06
17009;10.31876;10.31875;1.072884e-06
17010;10.31882;10.31881;1.072884e-06
17011;10.31888;10.31887;1.072884e-06
17012;10.31894;10.31892;1.072884e-06
17013;10.319;10.31898;1.192093e-06
17014;10.31905;10.31904;1.192093e-06
17015;10.31911;10.3191;1.311302e-06
17016;10.31917;10.31916;1.311302e-06
17017;10.31923;10.31922;1.311302e-06
17018;10.31929;10.31928;1.430511e-06
17019;10.31935;10.31934;1.430511e-06
17020;10.31941;10.3194;1.430511e-06
17021;10.31947;10.31945;1.430511e-06
17022;10.31953;10.31951;1.430511e-06
17023;10.31959;10.31957;1.549721e-06
17024;10.31965;10.31963;1.549721e-06
17025;10.31971;10.31969;1.66893e-06
17026;10.31976;10.31975;1.66893e-06
17027;10.31982;10.31981;1.66893e-06
17028;10.31988;10.31986;1.788139e-06
17029;10.31994;10.31992;1.788139e-06
17030;10.32;10.31998;1.907349e-06
17031;10.32006;10.32004;1.907349e-06
17032;10.32012;10.3201;1.907349e-06
17033;10.32018;10.32016;1.907349e-06
17034;10.32024;10.32022;1.907349e-06
17035;10.3203;10.32028;2.026558e-06
17036;10.32036;10.32033;2.026558e-06
17037;10.32041;10.32039;2.145767e-06
17038;10.32047;10.32045;2.145767e-06
17039;10.32053;10.32051;2.264977e-06
17040;10.32059;10.32057;2.264977e-06
17041;10.32065;10.32063;2.264977e-06
17042;10.32071;10.32069;2.264977e-06
17043;10.32077;10.32074;2.384186e-06
17044;10.32083;10.3208;2.384186e-06
17045;10.32089;10.32086;2.384186e-06
17046;10.32095;10.32092;2.503395e-06
17047;10.32101;10.32098;2.503395e-06
17048;10.32106;10.32104;2.622604e-06
17049;10.32112;10.3211;2.622604e-06
17050;10.32118;10.32116;2.622604e-06
17051;10.32124;10.32121;2.622604e-06
17052;10.3213;10.32127;2.622604e-06
17053;10.32136;10.32133;2.622604e-06
17054;10.32142;10.32139;2.503395e-06
17055;10.32147;10.32145;2.503395e-06
17056;10.32153;10.32151;2.384186e-06
17057;10.32159;10.32157;2.384186e-06
17058;10.32165;10.32162;2.264977e-06
17059;10.32171;10.32168;2.264977e-06
17060;10.32176;10.32174;2.264977e-06
17061;10.32182;10.3218;2.264977e-06
17062;10.32188;10.32186;2.145767e-06
17063;10.32194;10.32192;2.145767e-06
17064;10.322;10.32198;2.026558e-06
17065;10.32206;10.32203;2.026558e-06
17066;10.32211;10.32209;1.907349e-06
17067;10.32217;10.32215;1.907349e-06
17068;10.32223;10.32221;1.907349e-06
17069;10.32229;10.32227;1.907349e-06
17070;10.32235;10.32233;1.907349e-06
17071;10.3224;10.32239;1.788139e-06
17072;10.32246;10.32244;1.788139e-06
17073;10.32252;10.3225;1.66893e-06
17074;10.32258;10.32256;1.66893e-06
17075;10.32264;10.32262;1.549721e-06
17076;10.3227;10.32268;1.549721e-06
17077;10.32275;10.32274;1.549721e-06
17078;10.32281;10.3228;1.430511e-06
17079;10.32287;10.32285;1.430511e-06
17080;10.32293;10.32291;1.430511e-06
17081;10.32299;10.32297;1.430511e-06
17082;10.32304;10.32303;1.430511e-06
17083;10.3231;10.32309;1.311302e-06
17084;10.32316;10.32315;1.311302e-06
17085;10.32322;10.32321;1.192093e-06
17086;10.32328;10.32327;1.192093e-06
17087;10.32334;10.32332;1.192093e-06
17088;10.32339;10.32338;1.072884e-06
17089;10.32345;10.32344;1.072884e-06
17090;10.32351;10.3235;1.072884e-06
17091;10.32357;10.32356;1.072884e-06
17092;10.32363;10.32362;1.072884e-06
17093;10.32368;10.32367;1.072884e-06
17094;10.32374;10.32373;9.536743e-07
17095;10.3238;10.32379;9.536743e-07
17096;10.32386;10.32385;9.536743e-07
17097;10.32392;10.32391;8.34465e-07
17098;10.32398;10.32397;8.34465e-07
17099;10.32403;10.32403;8.34465e-07
17100;10.32409;10.32408;7.152557e-07
17101;10.32415;10.32414;7.152557e-07
17102;10.32421;10.3242;7.152557e-07
17103;10.32427;10.32426;5.960464e-07
17104;10.32432;10.32432;5.960464e-07
17105;10.32438;10.32438;5.960464e-07
17106;10.32444;10.32443;5.960464e-07
17107;10.3245;10.32449;5.960464e-07
17108;10.32456;10.32455;5.960464e-07
17109;10.32462;10.32461;5.960464e-07
17110;10.32467;10.32467;4.768372e-07
17111;10.32473;10.32473;4.768372e-07
17112;10.32479;10.32479;4.768372e-07
17113;10.32485;10.32484;3.576279e-07
17114;10.32491;10.3249;3.576279e-07
17115;10.32496;10.32496;3.576279e-07
17116;10.32502;10.32502;3.576279e-07
17117;10.32508;10.32508;3.576279e-07
17118;10.32514;10.32514;2.384186e-07
17119;10.3252;10.32519;2.384186e-07
17120;10.32526;10.32525;2.384186e-07
17121;10.32531;10.32531;2.384186e-07
17122;10.32537;10.32537;2.384186e-07
17123;10.32543;10.32543;2.384186e-07
17124;10.32549;10.32549;2.384186e-07
17125;10.32555;10.32554;2.384186e-07
17126;10.3256;10.3256;1.192093e-07
17127;10.32566;10.32566;1.192093e-07
17128;10.32572;10.32572;1.192093e-07
17129;10.32578;10.32578;1.192093e-07
17130;10.32584;10.32584;1.192093e-07
17131;10.3259;10.3259;0
17132;10.32595;10.32595;0
17133;10.32601;10.32601;0
17134;10.32607;10.32607;0
17135;10.32613;10.32613;0
17136;10.32619;10.32619;1.192093e-07
17137;10.32624;10.32625;1.192093e-07
17138;10.3263;10.3263;1.192093e-07
17139;10.32636;10.32636;1.192093e-07
17140;10.32642;10.32642;1.192093e-07
17141;10.32648;10.32648;1.192093e-07
17142;10.32654;10.32654;1.788139e-07
17143;10.32659;10.3266;1.788139e-07
17144;10.32665;10.32665;1.788139e-07
17145;10.32671;10.32671;1.788139e-07
17146;10.32677;10.32677;1.788139e-07
17147;10.32683;10.32683;2.980232e-07
17148;10.32688;10.32689;2.980232e-07
17149;10.32694;10.32695;2.980232e-07
17150;10.327;10.327;2.980232e-07
17151;10.32706;10.32706;2.980232e-07
17152;10.32712;10.32712;2.980232e-07
17153;10.32718;10.32718;2.980232e-07
17154;10.32723;10.32724;2.980232e-07
17155;10.32729;10.3273;3.576279e-07
17156;10.32735;10.32735;3.576279e-07
17157;10.32741;10.32741;3.576279e-07
17158;10.32747;10.32747;3.576279e-07
17159;10.32752;10.32753;3.576279e-07
17160;10.32758;10.32759;3.576279e-07
17161;10.32764;10.32764;3.576279e-07
17162;10.3277;10.3277;3.576279e-07
17163;10.32776;10.32776;3.576279e-07
17164;10.32782;10.32782;3.576279e-07
17165;10.32787;10.32788;4.768372e-07
17166;10.32793;10.32794;4.768372e-07
17167;10.32799;10.32799;4.768372e-07
17168;10.32805;10.32805;4.768372e-07
17169;10.32811;10.32811;4.768372e-07
17170;10.32816;10.32817;4.768372e-07
17171;10.32822;10.32823;4.768372e-07
17172;10.32828;10.32829;4.768372e-07
17173;10.32834;10.32834;4.768372e-07
17174;10.3284;10.3284;4.768372e-07
17175;10.32845;10.32846;5.364418e-07
17176;10.32851;10.32852;5.364418e-07
17177;10.32857;10.32858;5.364418e-07
17178;10.32863;10.32864;5.364418e-07
